\COMMENT ----------------------------------------------------------------------
\COMMENT This is the results of a Spitzer Heritage Archive (SHA) search.
\COMMENT The SHA is resident at the NASA/IPAC Infrared Science Archive (IRSA)
\COMMENT at the Infrared Processing and Analysis Center (IPAC)
\COMMENT http://irsa.ipac.caltech.edu/applications/Spitzer/SHA/
\COMMENT More information on the Spitzer Space Telescope and the SHA and more 
\COMMENT search options can be found at that site.
\COMMENT Program ID search on spirits11
\COMMENT conducted on Tue Jan 17 17:42:47 PST 2017, by Guest
\COMMENT ----------------------------------------------------------------------
\RowsRetrieved = 1347
\ORIGIN = NASA/IPAC Infrared Science Archive (IRSA), Caltech/JPL
\fixlen = T
\primary = 0
\
\ created from statement: select into /hydra/workarea/heritage/temp_files/aorByProgramID705996708892937056.tbl col targetname, raj2000, decj2000, naifid, modedisplayname, reqkey, reqtitle, reqbegintime, reqendtime, progid, pi from /hydra/workarea/heritage/perm_files/aorByProgramID5332496222692280867.tbl with complete_header
\
|Target_name                             |RA(J2000)     |Dec(J2000)    |NAIF_ID    |Instrument/Mode                                   |AORKEY     |AOR_label                                                                                                                                                                                                                                                      |Observation_start_time |Observation_end_time   |Program_ID |PI                                                |
|char                                    |double        |double        |int        |char                                              |int        |char                                                                                                                                                                                                                                                           |char                   |char                   |int        |char                                              |
 NGC4725                                      192.610960      25.500750             IRAC Map PC                                        52783360    PGC43451-5                                                                                                                                                                                                                                                      2016-04-12 02:41:16     2016-04-12 03:06:46     11063       Kasliwal, Mansi                                    
 MESSIER064                                   194.182500      21.683306             IRAC Map PC                                        52797952    PGC44182-4                                                                                                                                                                                                                                                      2016-04-01 05:58:35     2016-04-01 06:24:06     11063       Kasliwal, Mansi                                    
 NGC4636                                      190.707000       2.687611             IRAC Map PC                                        52803072    PGC42734-3                                                                                                                                                                                                                                                      2016-04-06 05:33:07     2016-04-06 05:58:36     11063       Kasliwal, Mansi                                    
 NGC4636                                      190.707000       2.687611             IRAC Map PC                                        52803328    PGC42734-4                                                                                                                                                                                                                                                      2016-04-13 14:41:56     2016-04-13 15:07:26     11063       Kasliwal, Mansi                                    
 MESSIER051a                                  202.469575      47.195258             IRAC Map PC                                        52805632    PGC47404-6                                                                                                                                                                                                                                                      2016-04-08 19:56:59     2016-04-08 20:22:29     11063       Kasliwal, Mansi                                    
 NGC1792                                       76.310225     -37.980750             IRAC Map PC                                        52807424    PGC16709-6                                                                                                                                                                                                                                                      2016-04-01 18:54:33     2016-04-01 19:20:04     11063       Kasliwal, Mansi                                    
 NGC4697                                      192.149613      -5.800850             IRAC Map PC                                        52810496    PGC43276-4                                                                                                                                                                                                                                                      2016-04-10 01:09:24     2016-04-10 01:34:54     11063       Kasliwal, Mansi                                    
 NGC4654                                      190.985710      13.126778             IRAC Map PC                                        52812032    PGC42857-3                                                                                                                                                                                                                                                      2016-04-03 18:35:04     2016-04-03 19:00:35     11063       Kasliwal, Mansi                                    
 NGC4654                                      190.985710      13.126778             IRAC Map PC                                        52812288    PGC42857-4                                                                                                                                                                                                                                                      2016-04-11 11:25:41     2016-04-11 11:51:11     11063       Kasliwal, Mansi                                    
 NGC4096                                      181.504837      47.478358             IRAC Map PC                                        52819968    PGC38361-6                                                                                                                                                                                                                                                      2016-04-06 08:42:20     2016-04-06 09:07:52     11063       Kasliwal, Mansi                                    
 NGC2090                                       86.757875     -34.250600             IRAC Map PC                                        52820224    PGC17819-0                                                                                                                                                                                                                                                      2016-04-13 16:14:55     2016-04-13 16:40:28     11063       Kasliwal, Mansi                                    
 MESSIER094                                   192.721330      41.120083             IRAC Map PC                                        52822272    PGC43495-2                                                                                                                                                                                                                                                      2016-04-05 15:05:54     2016-04-05 15:31:24     11063       Kasliwal, Mansi                                    
 NGC4293                                      185.303713      18.382400             IRAC Map PC                                        52828672    PGC39907-6                                                                                                                                                                                                                                                      2016-04-12 03:09:03     2016-04-12 03:34:33     11063       Kasliwal, Mansi                                    
 NGC1808                                       76.926429     -37.513050             IRAC Map PC                                        52839424    PGC16779-5                                                                                                                                                                                                                                                      2016-04-04 09:38:14     2016-04-04 10:03:40     11063       Kasliwal, Mansi                                    
 NGC0988                                       38.865542      -9.356003             IRAC Map PC                                        52841216    PGC9843-5                                                                                                                                                                                                                                                       2016-04-06 14:23:19     2016-04-06 14:48:50     11063       Kasliwal, Mansi                                    
 NGC4517                                      188.189830       0.115028             IRAC Map PC                                        52842752    PGC41618-4                                                                                                                                                                                                                                                      2016-04-05 10:40:39     2016-04-05 11:06:09     11063       Kasliwal, Mansi                                    
 NGC0672                                       26.976583      27.433111             IRAC Map PC                                        52846080    PGC6595-3                                                                                                                                                                                                                                                       2016-04-06 14:53:14     2016-04-06 15:18:46     11063       Kasliwal, Mansi                                    
 NGC0672                                       26.976583      27.433111             IRAC Map PC                                        52846336    PGC6595-4                                                                                                                                                                                                                                                       2016-04-13 07:42:02     2016-04-13 08:07:32     11063       Kasliwal, Mansi                                    
 NGC4536                                      188.612080       2.188333             IRAC Map PC                                        52849920    PGC41823-4                                                                                                                                                                                                                                                      2016-04-03 19:56:43     2016-04-03 20:22:13     11063       Kasliwal, Mansi                                    
 NGC4051                                      180.790358      44.531261             IRAC Map PC                                        52854016    PGC38068-6                                                                                                                                                                                                                                                      2016-04-01 05:02:24     2016-04-01 05:27:55     11063       Kasliwal, Mansi                                    
 NGC1433                                       55.506471     -47.222081             IRAC Map PC                                        52865024    PGC13586-6                                                                                                                                                                                                                                                      2016-04-12 06:05:40     2016-04-12 06:31:12     11063       Kasliwal, Mansi                                    
 NGC4559                                      188.990420      27.959750             IRAC Map PC                                        52866048    PGC42002-3                                                                                                                                                                                                                                                      2016-04-08 15:48:49     2016-04-08 16:14:19     11063       Kasliwal, Mansi                                    
 NGC3621                                      169.567917     -32.812600             IRAC Map PC                                        52869888    PGC34554-4                                                                                                                                                                                                                                                      2016-04-06 04:36:09     2016-04-06 05:01:38     11063       Kasliwal, Mansi                                    
 NGC3621                                      169.567917     -32.812600             IRAC Map PC                                        52870144    PGC34554-5                                                                                                                                                                                                                                                      2016-04-13 15:39:15     2016-04-13 16:04:45     11063       Kasliwal, Mansi                                    
 NGC1385                                       54.368013     -24.501278             IRAC Map PC                                        52878848    PGC13368-4                                                                                                                                                                                                                                                      2016-04-12 06:34:37     2016-04-12 07:00:08     11063       Kasliwal, Mansi                                    
 NGC7640                                      350.527330      40.845417             IRAC Map PC                                        52880896    PGC71220-5                                                                                                                                                                                                                                                      2016-04-09 15:59:13     2016-04-09 16:24:43     11063       Kasliwal, Mansi                                    
 NGC4435                                      186.918762      13.079022             IRAC Map PC                                        52882944    PGC40898-6                                                                                                                                                                                                                                                      2016-04-11 10:58:36     2016-04-11 11:24:06     11063       Kasliwal, Mansi                                    
 NGC7741                                      355.977170      26.075750             IRAC Map PC                                        52888320    PGC72237-5                                                                                                                                                                                                                                                      2016-04-07 22:26:06     2016-04-07 22:51:36     11063       Kasliwal, Mansi                                    
 NGC4781                                      193.598954     -10.537217             IRAC Map PC                                        52889856    PGC43902-4                                                                                                                                                                                                                                                      2016-04-11 10:29:30     2016-04-11 10:55:00     11063       Kasliwal, Mansi                                    
 NGC3998                                      179.483889      55.453589             IRAC Map PC                                        52893952    PGC37642-6                                                                                                                                                                                                                                                      2016-04-09 16:42:44     2016-04-09 17:08:16     11063       Kasliwal, Mansi                                    
 NGC4527                                      188.533330       2.653139             IRAC Map PC                                        52894976    PGC41789-3                                                                                                                                                                                                                                                      2016-04-01 08:41:12     2016-04-01 09:06:42     11063       Kasliwal, Mansi                                    
 NGC4527                                      188.533330       2.653139             IRAC Map PC                                        52895232    PGC41789-4                                                                                                                                                                                                                                                      2016-04-08 13:11:47     2016-04-08 13:37:17     11063       Kasliwal, Mansi                                    
 NGC1809                                       75.520867     -69.568283             IRAC Map PC                                        52904448    PGC16599-5                                                                                                                                                                                                                                                      2016-04-01 17:39:14     2016-04-01 18:04:44     11063       Kasliwal, Mansi                                    
 NGC4457                                      187.245920       3.570583             IRAC Map PC                                        52909568    PGC41101-4                                                                                                                                                                                                                                                      2016-04-01 09:07:50     2016-04-01 09:33:21     11063       Kasliwal, Mansi                                    
 NGC3941                                      178.230667      36.986378             IRAC Map PC                                        52915456    PGC37235-6                                                                                                                                                                                                                                                      2016-04-02 14:08:30     2016-04-02 14:34:00     11063       Kasliwal, Mansi                                    
 NGC4027                                      179.875500     -19.265167             IRAC Map PC                                        52916736    PGC37773-4                                                                                                                                                                                                                                                      2016-04-06 20:52:06     2016-04-06 21:17:36     11063       Kasliwal, Mansi                                    
 NGC0660                                       25.760250      13.644972             IRAC Map PC                                        52918272    PGC6318-3                                                                                                                                                                                                                                                       2016-04-01 21:25:04     2016-04-01 21:50:35     11063       Kasliwal, Mansi                                    
 NGC0660                                       25.760250      13.644972             IRAC Map PC                                        52918528    PGC6318-4                                                                                                                                                                                                                                                       2016-04-07 22:55:34     2016-04-07 23:21:04     11063       Kasliwal, Mansi                                    
 NGC4419                                      186.735750      15.047000             IRAC Map PC                                        52924160    PGC40772-5                                                                                                                                                                                                                                                      2016-04-13 13:20:15     2016-04-13 13:45:46     11063       Kasliwal, Mansi                                    
 MESSIER051b                                  202.498292      47.266128             IRAC Map PC                                        52925696    PGC47413-4                                                                                                                                                                                                                                                      2016-04-07 03:19:10     2016-04-07 03:44:40     11063       Kasliwal, Mansi                                    
 NGC4371                                      186.230830      11.704278             IRAC Map PC                                        52934656    PGC40442-4                                                                                                                                                                                                                                                      2016-04-04 14:35:02     2016-04-04 15:00:32     11063       Kasliwal, Mansi                                    
 NGC4064                                      181.046540      18.443444             IRAC Map PC                                        52938240    PGC38167-4                                                                                                                                                                                                                                                      2016-04-02 13:12:50     2016-04-02 13:38:20     11063       Kasliwal, Mansi                                    
 NGC4026                                      179.854950      50.961689             IRAC Map PC                                        52940544    PGC37760-6                                                                                                                                                                                                                                                      2016-04-04 03:30:30     2016-04-04 03:56:02     11063       Kasliwal, Mansi                                    
 NGC4564                                      189.112330      11.438500             IRAC Map PC                                        52943616    PGC42051-4                                                                                                                                                                                                                                                      2016-04-06 06:00:51     2016-04-06 06:26:21     11063       Kasliwal, Mansi                                    
 NGC4504                                      188.072725      -7.563428             IRAC Map PC                                        52945408    PGC41555-4                                                                                                                                                                                                                                                      2016-04-01 10:03:17     2016-04-01 10:28:48     11063       Kasliwal, Mansi                                    
 NGC4504                                      188.072725      -7.563428             IRAC Map PC                                        52945664    PGC41555-5                                                                                                                                                                                                                                                      2016-04-08 00:40:59     2016-04-08 01:06:29     11063       Kasliwal, Mansi                                    
 NGC4900                                      195.163117       2.501464             IRAC Map PC                                        52948992    PGC44797-4                                                                                                                                                                                                                                                      2016-04-13 15:09:06     2016-04-13 15:34:36     11063       Kasliwal, Mansi                                    
 NGC4388                                      186.447920      12.662417             IRAC Map PC                                        52952832    PGC40581-5                                                                                                                                                                                                                                                      2016-04-09 20:21:21     2016-04-09 20:46:51     11063       Kasliwal, Mansi                                    
 MESSIER049                                   187.444960       8.000389             IRAC Map PC                                        52954368    PGC41220-4                                                                                                                                                                                                                                                      2016-04-01 09:34:59     2016-04-01 10:00:29     11063       Kasliwal, Mansi                                    
 MESSIER058                                   189.433040      11.818389             IRAC Map PC                                        52957952    PGC42168-4                                                                                                                                                                                                                                                      2016-04-04 15:29:27     2016-04-04 15:54:57     11063       Kasliwal, Mansi                                    
 NGC4216                                      183.978750      13.147972             IRAC Map PC                                        52959488    PGC39246-3                                                                                                                                                                                                                                                      2016-04-09 18:34:24     2016-04-09 18:59:54     11063       Kasliwal, Mansi                                    
 MESSIER098                                   183.451217      14.900469             IRAC Map PC                                        52962048    PGC39028-6                                                                                                                                                                                                                                                      2016-04-08 22:39:10     2016-04-08 23:04:40     11063       Kasliwal, Mansi                                    
 MESSIER087                                   187.705000      12.390222             IRAC Map PC                                        52963072    PGC41361-3                                                                                                                                                                                                                                                      2016-04-02 19:08:29     2016-04-02 19:33:59     11063       Kasliwal, Mansi                                    
 MESSIER087                                   187.705000      12.390222             IRAC Map PC                                        52963328    PGC41361-4                                                                                                                                                                                                                                                      2016-04-09 19:01:24     2016-04-09 19:26:54     11063       Kasliwal, Mansi                                    
 MESSIER086                                   186.550670      12.945611             IRAC Map PC                                        52964864    PGC40653-3                                                                                                                                                                                                                                                      2016-04-03 19:02:12     2016-04-03 19:27:42     11063       Kasliwal, Mansi                                    
 MESSIER086                                   186.550670      12.945611             IRAC Map PC                                        52965120    PGC40653-4                                                                                                                                                                                                                                                      2016-04-09 19:55:10     2016-04-09 20:20:40     11063       Kasliwal, Mansi                                    
 MESSIER085                                   186.350250      18.191056             IRAC Map PC                                        52966912    PGC40515-4                                                                                                                                                                                                                                                      2016-04-02 20:31:36     2016-04-02 20:57:06     11063       Kasliwal, Mansi                                    
 MESSIER060                                   190.917000      11.552722             IRAC Map PC                                        52968448    PGC42831-3                                                                                                                                                                                                                                                      2016-04-05 16:01:57     2016-04-05 16:27:27     11063       Kasliwal, Mansi                                    
 MESSIER060                                   190.917000      11.552722             IRAC Map PC                                        52968704    PGC42831-4                                                                                                                                                                                                                                                      2016-04-12 04:03:28     2016-04-12 04:28:58     11063       Kasliwal, Mansi                                    
 MESSIER100                                   185.728750      15.823556             IRAC Map PC                                        52969984    PGC40153-2                                                                                                                                                                                                                                                      2016-04-04 15:02:10     2016-04-04 15:27:40     11063       Kasliwal, Mansi                                    
 MESSIER084                                   186.265420      12.886972             IRAC Map PC                                        52972032    PGC40455-3                                                                                                                                                                                                                                                      2016-04-02 19:35:02     2016-04-02 20:00:33     11063       Kasliwal, Mansi                                    
